gene,beta,HR (95% CI for HR),wald.test,p.value
212478_at,0.05446974903893008,1.055980531504596 (0.840158323135122 - 1.3272437494348186),0.46694031349509063,0.6405425817059592
212479_s_at,0.06370694649161834,1.0657800224175165 (0.6791135243525404 - 1.6726026142200963),0.27705912319201914,0.7817347085459473
212480_at,0.03461315855591951,1.0352191656542924 (0.59702872851166 - 1.7950203562390874),0.12325608515190388,0.9019043145698228
212481_s_at,0.21732721520515177,1.2427506825340302 (0.8292936498312506 - 1.8623430424832832),1.0530158243973093,0.2923337395609063
212482_at,-0.2018312385424277,0.8172328337095129 (0.49634819393495067 - 1.3455665048323087),-0.7933116399158815,0.42759627679768786
212483_at,-0.07989052672223489,0.9232174084905322 (0.6181327393481557 - 1.3788792100525025),-0.39032295884359675,0.6962977483207035
212484_at,0.23781106898996068,1.2684695169574791 (0.8453864554635708 - 1.9032892058437711),1.1486760479991704,0.25068958591703805
212485_at,-0.26489698013275265,0.7672849915023274 (0.38393824716223635 - 1.533387888641257),-0.7498643949889756,0.4533363803963899
212486_s_at,0.238546314930598,1.2694024969634956 (0.9348433131510568 - 1.7236928120774628),1.5283019201098849,0.12643759341322014
212487_at,-0.036628935939365614,0.9640337872807578 (0.6500576332982754 - 1.4296596108001536),-0.18218146091596363,0.855440321568858
212488_at,0.12037032377308855,1.1279144677894306 (0.9142861752697289 - 1.3914582556970172),1.123532130498941,0.2612115624482697
212489_at,0.10063196667762864,1.1058695700080736 (0.9082982658600033 - 1.346416206918461),1.0021370181232025,0.31627742125805314
212490_at,-0.2137483555310367,0.8075515753430867 (0.5513738275357271 - 1.1827539035607286),-1.0978663127617019,0.2722628698383846
212491_s_at,-1.325762497608833,0.26560036221783134 (0.11375682895771115 - 0.6201258689838095),-3.064460150791589,0.002180632227622721
212492_s_at,-0.0597867165071045,0.9419654178353425 (0.7373379209750518 - 1.2033815475329845),-0.47843674134912084,0.6323393883298595
212493_s_at,-0.197153047564663,0.8210649617032175 (0.5535883364317726 - 1.2177779533470927),-0.9802932528401712,0.32694138428771724
212494_at,-0.03672189572695338,0.9639441750698954 (0.6972256648866819 - 1.3326938743745176),-0.2221926610541012,0.8241639069679358
212495_at,-0.20909509942354423,0.8113180760932077 (0.6209749035072559 - 1.060005834177633),-1.5327808393535962,0.12532986317752506
212496_s_at,-0.11394115665144414,0.8923104608730776 (0.6914884628277149 - 1.1514551599711977),-0.8758780122049612,0.3810963540139787
212497_at,0.15443516721717512,1.1669986158370074 (0.9298162015869191 - 1.4646827696066793),1.3322301343248941,0.18278457715649216
212498_at,0.6840274509425085,1.981843457981114 (1.1601541992039266 - 3.385501250297285),2.5037029913055386,0.012290115684075262
212499_s_at,-0.04907792405215219,0.9521069347773179 (0.5809226288348424 - 1.5604618760836433),-0.19469499090883965,0.8456317335497446
212500_at,0.4090292084080367,1.5053556888866344 (0.7730001774451233 - 2.9315591589553387),1.2028150807824538,0.2290478875777136
212501_at,0.31528452662484313,1.3706492416841094 (0.9526335316635556 - 1.972090296305802),1.698543570159354,0.08940521660847796
212502_at,0.9265640379236096,2.5258156440799366 (1.3067041038330205 - 4.8823177712268),2.7555049680646118,0.0058601614559284036
212503_s_at,0.28143809063287883,1.3250339617682072 (0.8010634839437579 - 2.191730162502849),1.0960855382339387,0.27304134280076464
212504_at,0.4832082889279891,1.6212675619282124 (0.9328128940646091 - 2.817830375293454),1.7133524089555832,0.08664772604748926
212505_s_at,0.4754041630222086,1.6086642287140376 (0.9097709733138433 - 2.8444528091702668),1.634788979467294,0.10209329181384438
212506_at,-0.03350265350951921,0.967052345145395 (0.5834785390097511 - 1.6027842940690902),-0.12996467104036094,0.8965943779977918
212507_at,0.2615539648082791,1.298947037108374 (0.77797909946028 - 2.168777292838787),1.0000522163823624,0.31728523885091264
212508_at,-0.369280585712539,0.6912314335736924 (0.45979231649654273 - 1.0391667664240638),-1.7752686243012168,0.07585354344979456
212509_s_at,-0.05404308477572607,0.9473912874813195 (0.6689526186792447 - 1.3417246999759151),-0.3043759083818591,0.7608415199386774
212510_at,0.03928262098397565,1.0400643861369046 (0.7825250002918732 - 1.3823634093567123),0.27061253849149125,0.7866890512268876
212511_at,-0.11301611290783795,0.8931362689776855 (0.5722343520416959 - 1.3939959950276748),-0.497556630211977,0.6187965786571348
212512_s_at,0.20153241687766835,1.2232758912049944 (0.7832780254153108 - 1.9104377468140357),0.8860392360625856,0.3755963846135614
212513_s_at,-0.5267520064323308,0.5905198629308278 (0.3408925527949517 - 1.0229431697957816),-1.8790451942232607,0.060238322505551924
212514_x_at,0.30914033202887126,1.3622535248915517 (0.8124925021737998 - 2.284002204468957),1.1724398254308728,0.24102051803938757
212515_s_at,-0.2054673663550775,0.8142666666228506 (0.4348314858152899 - 1.5247980562629593),-0.6419413358040387,0.5209112738869209
212516_at,-0.28894438135398015,0.7490538656059175 (0.44660857403297144 - 1.2563164394997606),-1.0951257460517612,0.27346155069606737
212517_at,-0.11321444879696632,0.8929591455672102 (0.49396783633780295 - 1.6142266297411956),-0.3747801499154742,0.7078239781410325
212518_at,0.23693247808023532,1.2673555406070227 (0.7719693997145788 - 2.080639552424199),0.9367338893978914,0.3488954593013104
212519_at,0.34176794974124636,1.4074336642719312 (0.7834130599970122 - 2.5285122504001527),1.1433606769003974,0.25288887200690235
212520_s_at,0.10420847385658051,1.1098318017157243 (0.7927548553180301 - 1.5537295291688096),0.6070590839174747,0.5438117024085602
212521_s_at,-0.058545967859924226,0.9431348855109017 (0.5563840133775316 - 1.5987220892058478),-0.21742844438712353,0.8278744659648051
212522_at,0.13600216348433247,1.14568437226237 (0.6916267332331117 - 1.897833929452541),0.5281424887649018,0.5974004425770085
212523_s_at,-0.0861823073916198,0.9174269622569393 (0.6152786085352946 - 1.367953020631814),-0.4228164090151614,0.6724292146414634
212524_x_at,-0.15463105258046736,0.8567312079491222 (0.6331287095296462 - 1.1593035533315887),-1.002052572663893,0.31631820230883456
212525_s_at,0.23882102821665951,1.2697512665984039 (0.8406383582013337 - 1.9179094830718053),1.1349754338642137,0.25638561153113437
212526_at,-0.09005130162851406,0.9138843003157215 (0.7219206400546507 - 1.156892417288874),-0.7485399514457076,0.45413453662219827
212527_at,0.10467856656303692,1.110353648199607 (0.650605294292084 - 1.894981849804442),0.38382495659314275,0.701108189546383
212528_at,-0.6234887400719481,0.5360709592185218 (0.2869819199301682 - 1.0013595051123527),-1.9557025092198275,0.05050020898365589
212529_at,0.01672912560776388,1.0168698410163406 (0.6741794889932996 - 1.5337521987099112),0.07977965704764724,0.9364125040677655
212530_at,0.039280717119842413,1.0400624059975085 (0.7100403468947 - 1.5234765363689236),0.20169223630192695,0.8401573324062892
212531_at,0.16816739292739658,1.1831346424440905 (1.0496407980506353 - 1.333606301080323),2.753121687147338,0.005902995045883457
212532_s_at,-0.3165975567211955,0.728623925931202 (0.3733487164884335 - 1.4219757615152935),-0.9280260150450418,0.3533940751541088
212533_at,0.533521038247033,1.7049248580630558 (1.139549049978781 - 2.5508061910063953),2.5954630535564616,0.009446355830187294
212534_at,-0.2349121059714593,0.790640339139368 (0.5065888047654513 - 1.2339636012363902),-1.0343164206633275,0.30098826275756596
212535_at,0.007374351725713312,1.0074016092183182 (0.6301577361888161 - 1.6104824934682263),0.03080714508608321,0.9754233421713849
212536_at,-0.011599275358093183,0.988467736888239 (0.6943648903771312 - 1.4071397912101813),-0.06437383841952876,0.9486725607262197
212537_x_at,-0.4760517452879347,0.6212313356214149 (0.3433663553700816 - 1.1239551176818472),-1.5736810893740165,0.11556119586344624
212538_at,-0.03480255305940172,0.9657960909162762 (0.61943268452303 - 1.5058328572819772),-0.15357863669406008,0.8779419825238541
212539_at,0.06989990833126612,1.0724008374928218 (0.6926809689375866 - 1.6602788409492586),0.31344268759215593,0.7539443569277996
212540_at,0.14200301152723427,1.1525801195581982 (0.633780820655553 - 2.0960573256645945),0.4653764948318036,0.6416618637301599
212541_at,0.4246369837752575,1.5290352542969445 (1.0054424329043472 - 2.3252935547284017),1.9853404493346445,0.0471066065980299
212542_s_at,0.08994269682401769,1.0941115858400865 (0.8226087643347453 - 1.4552241772400807),0.6180707400531799,0.5365287089606428
212543_at,0.009982362519863544,1.010032352501512 (0.7848942642433672 - 1.2997487681772923),0.07758109940530711,0.9381612775492263
212544_at,0.023605810760360238,1.023886633238342 (0.6261400825795379 - 1.6742960032286018),0.09407841560949452,0.925046866172434
212545_s_at,0.10172637395847844,1.1070805042239078 (0.8544715433552794 - 1.4343687070255777),0.7698116606349841,0.4414116217216336
212546_s_at,-0.030609290233758826,0.969854430657418 (0.627716793073847 - 1.4984745143741387),-0.13789715269181854,0.8903217007338359
212547_at,0.30459288491139774,1.3560728129080124 (0.7472921923289999 - 2.4607957808003533),1.001844602216991,0.3164186517119192
212548_s_at,0.1818915048775285,1.1994840486511738 (0.7233766839639836 - 1.988952664446462),0.7049417222016684,0.48084650423868225
212549_at,-0.22449175531591437,0.798922163533616 (0.4903905938034294 - 1.3015678348045228),-0.9015173653681846,0.36731330503645043
212550_at,0.21080500326549598,1.2346715746612176 (0.7692337878819211 - 1.9817302896611857),0.8732047260902034,0.3825514992939216
212551_at,-0.10573799156679531,0.8996603357934886 (0.7327514397210011 - 1.10458837188806),-1.0099015881493576,0.31254244171943635
212552_at,0.3248308201025204,1.3837965156235892 (0.9841877387616773 - 1.9456580500193374),1.86829173819882,0.06172141758927307
212553_at,0.15674783108575346,1.1697006145736761 (0.7753378100938957 - 1.7646495629670669),0.7471228043815529,0.45498943597454555
212554_at,0.0065072898571364385,1.0065285082675923 (0.8007456016315753 - 1.2651953827671651),0.05576291660882328,0.9555306772136782
212555_at,-0.14677248934711043,0.8634904083369732 (0.643084386108992 - 1.1594367728337032),-0.9761184947446988,0.32900574720815
212556_at,0.11592734674824143,1.122914285795225 (0.7307221187591041 - 1.7256032914184867),0.5288345258862331,0.5969202447399586
212557_at,0.033615125873186394,1.0341864984966818 (0.6418916117417727 - 1.666234133782534),0.13813671365906194,0.8901323705958532
212558_at,0.006934404006580927,1.0069585026570997 (0.7231182725195858 - 1.4022124244495078),0.04104647809323165,0.9672588429019651
212559_at,0.10535840741879794,1.111108768625771 (0.778220149516791 - 1.5863926120181242),0.5798826985351275,0.5619937238905743
212560_at,-0.2800698464508374,0.7557309544872969 (0.5738622277797278 - 0.9952376161434761),-1.9939506571079069,0.04615744714972631
212561_at,-0.5186581697944613,0.5953188290583364 (0.31847530939841273 - 1.112816277346099),-1.6250464792726935,0.10415265556200515
212562_s_at,-0.19046829218343903,0.8265719661058245 (0.6545574399806431 - 1.0437910768721121),-1.5999432685735542,0.10961116936466492
212563_at,0.1581111793129742,1.1712964113991426 (0.869103585793574 - 1.5785635979211874),1.0384983869700992,0.29903808584610625
212564_at,-0.48792270801655935,0.6139003207825566 (0.4496387957487582 - 0.8381696762383226),-3.0711234087580523,0.0021325498935832648
212565_at,0.05184310826969976,1.0532104895342174 (0.7722929730685033 - 1.4363102785431063),0.32752854499919737,0.7432681566875161
212566_at,-0.11706106831718663,0.8895308693514195 (0.5516890260609938 - 1.4342593927935248),-0.4802822439516483,0.6310267128176329
212567_s_at,0.06285303976909212,1.0648703341413828 (0.6216703605759487 - 1.8240355346583186),0.2288927457000445,0.8189522790013091
212568_s_at,-0.046191295498695814,0.9548592844355551 (0.5545124454740262 - 1.6442484934551171),-0.16658230856298922,0.8676987149014781
212569_at,0.0961496366516302,1.1009237902187996 (0.7848158456149292 - 1.5443536195679883),0.5567929860519858,0.5776688765974243
212570_at,0.17503453422718243,1.1912873560901889 (0.8063746479954769 - 1.7599332621730848),0.8791005331506173,0.3793467687083817
212571_at,-0.16688198307464006,0.8462994831067228 (0.49533291152603837 - 1.4459423116064358),-0.6106353443167886,0.5414410184107272
212572_at,0.1360495101266014,1.1457386178546596 (0.7888613361609028 - 1.664065559141249),0.7144747400148592,0.4749336704116808
212573_at,-0.13030717388625063,0.877825744357002 (0.5594627386081671 - 1.3773536364065475),-0.5669560687953145,0.5707440291274986
212574_x_at,0.23881336517637983,1.269741536480584 (0.8374796742616119 - 1.9251136702339136),1.1246936076590135,0.26071889141361504
212575_at,0.09214911602383827,1.0965283198335263 (0.833275049732798 - 1.4429501478323337),0.6578587588196759,0.5106288932766125
212576_at,0.1992640252927187,1.2205041673333814 (0.7166241297529361 - 2.078677455351269),0.7334721327363357,0.46327051844057243
212577_at,0.10981892798567812,1.1160759620387515 (0.7880739665750155 - 1.5805947231758424),0.6185405732404938,0.5362190611954205
212578_x_at,-0.6748251607292727,0.5092454489274107 (0.27107873311063546 - 0.9566627535751367),-2.097683354457872,0.03593312626238648
212579_at,0.1424174733550399,1.153057919029224 (0.7741473981667468 - 1.7174281897536376),0.7006169430538278,0.48354210186294944
212580_at,0.06491723695733005,1.067070706711092 (0.7942952301791517 - 1.433522259555923),0.43098913085777346,0.6664762736109962
